,제목,활동처명,활동장소,봉사내용,모집 시작일,모집 마감일,활동 기간,생활 편의,국제 협력,환경,인권,재해/재난,농어촌,주거 환경,보건 의료,교육,행정 지원,상담,문화,체육,역사,동아리,여행,홍보,사회공헌,기획,언어,현장,기타,장애인,노인,외국인,노숙인,다문화가정,노동자,유아,여성,쪽방촌,청소년,지역사회,광역시/도,시/군/구,주소,위도,경도
2102,8월 주말(오전) 한뫼도서관 자료실 서가정리(★고등학생 이상),고양시한뫼도서관,한뫼도서관 자료실,"1. 기관명 : 한뫼도서관
2. 일시 : 2018.8.4~9.2 매주 토,일요일 9:00 ~ 13:00(4시간)
3. 활동내용 : 자료실 서가정리 및 도서분류
4. 모집인원 : 4명
5. 자격조건 : 고등학생 이상
6. 장소 : 한뫼도서관(고양시 일산서구 탄중로 284)
7. 문의 : 031-8075-9102

 - 한뫼도서관 내 자원봉사는 월 3회까지 신청 가능
 - 4회 이상 신청시 늦은 날짜부터 활동 반려처리합니다. 
 - 무단불참석  또는 불성실한 활동시 봉사활동시간 미인정되며, 차후 봉사활동 신청은 반려처리됩니다. 
 - 봉사 시작 전/후 2층 사무실에 비치된 출석부에 꼭 서명 바랍니다. (미 기재시 봉사시간 미인정)
 - 활동 승인 후 개별연락하지 않으니 1365사이트에서 꼭 승인여부 확인바랍니다.

 - 승인전 취소 : 1365 자원봉사 사이트에서 개별 취소
 - 승인후 취소 : 신청일 최소 2일 전 유선 연락요망(031-8075-9102)",20180801,20180902,20180804 ~ 20180902,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,경기도,고양시,경기도 고양시 일산서구 탄중로 125 ,37.6905024,126.767574
2103,8월 주말(오후) 한뫼도서관 자료실 서가정리(★고등학생 이상),고양시한뫼도서관,한뫼도서관 자료실,"1. 기관명 : 한뫼도서관
2. 일시 : 2018.8.4~9.2 매주 토,일요일 14:00 ~ 18:00(4시간)
3. 활동내용 : 자료실 서가정리 및 도서분류
4. 모집인원 : 4명
5. 자격조건 : 고등학생 이상
6. 장소 : 한뫼도서관(고양시 일산서구 탄중로 284)
7. 문의 : 031-8075-9102

 - 한뫼도서관 내 자원봉사는 월 3회까지 신청 가능
 - 4회 이상 신청시 늦은 날짜부터 활동 반려처리합니다. 
 - 무단불참석  또는 불성실한 활동시 봉사활동시간 미인정되며, 차후 봉사활동 신청은 반려처리됩니다. 
 - 봉사 시작 전/후 2층 사무실에 비치된 출석부에 꼭 서명 바랍니다. (미 기재시 봉사시간 미인정)
 - 활동 승인 후 개별연락하지 않으니 1365사이트에서 꼭 승인여부 확인바랍니다.

 - 승인전 취소 : 1365 자원봉사 사이트에서 개별 취소
 - 승인후 취소 : 신청일 최소 2일 전 유선 연락요망(031-8075-9102)",20180801,20180902,20180804 ~ 20180902,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,경기도,고양시,경기도 고양시 일산서구 탄중로 125 ,37.6905024,126.767574
2104,"에이원노인주간돌봄센터 이미용, 레크레이션 봉사자 모집",에이원노인주간돌봄센터,"양주시 광적로4, 우리은행 3층","일  시 : 월, 목, 금 10시~14시 (봉사는 한 만큼만 인정됩니다.)
장  소 : 광적로 4, 우리은행 3층
내  용 : 어르신 이 미용 봉사, 레크레이션
문의 및 신청 : 전화 신청 후 방문 부탁드립니다.
                    010-3273-9799(송현주)",20180529,20180903,20180604 ~ 20180904,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,경기도,양주시,"양주시 광적로 4, 우리은행 3층",37.829780299999996,127.01034059999999
2105,[성인/오전]3세계 아이들에게 보낼 코니돌 인형 수정 바느질 봉사활동,사단법인월드쉐어,월드쉐어 3층 회의실(서울시 구로구 경인로75),월드쉐어에서는 제3세계 아이들의 정서를 지원하기 위해 코니돌 인형을 제작하여 보내는 캠페인을 진행하고 있습니다. 잘못 제작된 코니돌 인형을 수정하는 봉사활동을 하고 있습니다 바느질을 좋아하는 성인분들은 언제나 환영입니다. <1365봉사활동 신청이 완료되면 1365나눔포털에 등재된 연락처로 개별 연락드리겠습니다^^반복활동신청시 최초 1회만 발송되는 점 양해 부탁드립니다./ 신청 후 취소할 경우는 반드시 전화연락부탁드립니다>,20180530,20180903,20180604 ~ 20180904,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,서울특별시,구로구,서울특별시 구로구 경인로 75 2층 월드쉐어,37.491646,126.8309703
2106,해와달작은도서관 도서관리 봉사활동,양주시교육진흥원,경기도 양주시 백석읍 부흥로 1071-41(해와달요양원),"일  시 : 화 ~ 토 상시 (14시~17시/ 봉사시간은 한 만큼 인정됩니다.)
장  소 :  백석읍 부흥로 1071-41 해와달 작은도서관
내  용 :  도서정리, 바코드작업 등 도서관자원봉사활동
            ※ 전화신청 후 방문 부탁드립니다.
문 의  및 신청 연락처 : 010-3273-8214(사영미) ",20180530,20180903,20180604 ~ 20180904,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,경기도,양주시,양주시 백석읍 부흥로 1071-41 해와달작은도서관,37.8005724,127.0071081
2107,김포푸드뱅크 나눔활동보조,김포푸드뱅크,김포푸드뱅크,"여름방학기간에 함께하실 봉사자를 모집 합니다.

방학기간은 신청인원이 폭주함으로 1365 사이트로만 신청을 받도록 하겠습니다.

봉사시간은 오전3시간  휴개신간 점심1시간 오후5시간 으로 하루 총8시간 봉사가능합니다.

김포시 나눔복지센터 김포푸드뱅크에서는 함께 봉사할 고등학생이상 봉사자들을 모집합니다. 

김포시 어려운 분들에게 무상으로 식품을 나누는 사업을 하는 나눔복지센터 입니다.

기부받은 식품을 재포장하고 박스에 포장해서 나누어 드리는 업무를 보조하므로

고등학교 이상 되시는 분들에게 가능한 봉사입니다.
 
함께오셔서 독거노인 장애인 소년소녀가장 기초생활수급자 기타 김포시에 어려운분들께 

나누어드릴 식품을 수거하고 함께 배분및 이관하는 차량지원및 수송과 배분 업무를 합니다.,
 
많은 참여를 부탁드립니다. 봉사자분들의 많은 지원을 부탁드립니다. 

위치: 김포초등학교 정문앞 김포푸뱅크 봉사문의는 아침10시부터 5시사이에 점심시간[12시-1시]을 제외하고 문의를 부탁드립니다.

상담시간 이외에는 업무일정상 상담이 어렵습니다.",20180604,20180903,20180604 ~ 20180903,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,경기도,김포시,경기도 김포시 북변중로 65 4-8  김포푸드뱅크,37.6255193,126.71023600000001
2108,김포푸드뱅크 차량봉사,김포푸드뱅크,경기도 김포시 북변동 65번길 4-8,"김포시나눔복지센터 김포푸드뱅크에서는 함께 봉사할 봉사자들을 모집합니다.

방학기간은 봉사자가 많은 관계로 반드시 1365로 신청해주시기 바랍니다.

신청하시분 우선으로 처리하겠습니다.
 
김포시 어려운 분들에게 무상으로 식품을 나누는 사업을 하는 나눔복지센터 입니다. 

함께오셔서 독거노인 장애인 소년소녀가장 기초생활수급자 기타 어려운분들께 나누어드릴 식품을 수거하고 함께 배분및 이관하는 차량지원 업무를 합니다. 

많은 참여를 부탁드립니다. 성인봉사자분들의 많은 지원을 부탁드립니다. 

운전면허소지자환영 주소:김포초등학교 정문앞 김포푸뱅크 봉사문의는 아침10시부터 5시사이에 점심시간[12시-1시]을 제외하고 문의를 부탁드립니다. ",20180604,20180903,20180604 ~ 20180903,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,경기도,김포시,경기도 김포시 북변중로 65 4-8  김포푸드뱅크,37.6255193,126.71023600000001
2109,[동작장애인자립생활센터] 발전소 자원봉사,동작장애인자립생활센터,동작장애인자립생활센터 외,"♥ 발전소를 함께 이끌어 갈 자원봉사자를 모집하고 있습니다. ♡
안녕하세요. 동작장애인자립생활센터입니다. 저희 센터에서는 발전소를 도와주실 자원봉사자를 모집 중입니다.
여기에서 궁금한 점 발견! 발전소가 어떤 뜻이냐면요~
★ 발전소란? 『발달장애인들이여! 전진하며! 소통하라!』의 줄임말로 ""발전소""라고 합니다.
유머와 재치가 넘쳐흐르는 발달장애인들이 함께 모여 다양한 문화 활동하고,
서로의 이야기를 통해 각자가 갖고 있는 정보를 나누며,
다른 주변 사람들과의 소통을 하여 인식을 변화시키며 지역사회와 동료장애인에게 영향력을 끼치는 이런 저런 자리랍니다~
▶모집기간 : 수시모집
▷대 상 : 성인이면 누구나~ 환영!
▶모임일시 : 매주 화요일 저녁5시~8시 및 매월1회 외부 문화활동 
▷할 일 : 식사보조, 정서지원, 프로그램 진행
▶문의전화 : 02-3289-1885
▷담당자 : 김해룡",20180602,20180903,20180605 ~ 20180904,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,서울특별시,동작구,서울특별시 동작구 신대방1가길 38  동작성원상떼빌아파트 105동 126호,37.4875294,126.9067493
2110,평생교육기관 자원봉사,한국임상심리치유협회,한국임상심리치유협회,"한국임상심리치유협회에서 자원봉사자를 모집합니다. 자원봉사내용은 협회자료정리보조업무입니다. 
활동시간은 월요일 오후 2시~6시로 1명만 모집합니다.
자원봉사 모집관련 문의는 010-6746-6374(한국임상심리치유협회자원봉사신청자문의)로 연락주시면 됩니다
*전화연락없이 웹에서 신청만 하시는 경우는 봉사활동 배치가 불가합니다.",20180603,20180903,20180603 ~ 20180903,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,서울특별시,영등포구,서울특별시 영등포구  영등포로 236-1 영등포동3가 3층,37.51912120000001,126.9075838
2111,"요양원 내 어르신 식사보조, 말벗, 이동 보조 활동",힐링하우스 실버요양센터,"힐링하우스 실버요양센터 1,2층 생활실","※ 학생봉사활동은 학교재량에 따라 나이스봉사시간 인증이 불가능 할 수 있으니 사전에 학교에 문의하시고 진행하시길 바랍니다.
1. 식사를 혼자 하시지 못하시는 어르신들의 식사를 도와드린다.
2. 이동시 이동지원해 드린다.
3. 어르신 말벗, 산책 도움을 드린다. 
4. 어르신방 청결상태 확인후 휴지통 및 바닥 청소를 해드린다.  ",20180604,20180903,20180604 ~ 20180903,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,경기도,용인시,경기도 용인시 처인구 모현면 새래로 146 힐링하우스 실버요양센터,37.329568,127.2423358
2112,[전화신청]발달장애인자립지원협회 발달장애인 교육수업 활동보조 및 환경미화 봉사자 모집,수성구자원봉사센터,"사)발달장애인자립지원협회(대구 수성구 지범로39길 11, 2층)","발달장애인자립지원협회에서는 발달장애인 교육수업 활동보조 및 환경미화 봉사자를 모집합니다

봉사내용: 발달장애인 교육수업 활동 보조 및 환경미화
봉사일정: 매주 토요일, 9:30~16:30(7시간)
봉사장소: 사)발달장애인자립지원협회(대구 수성구 지범로39길 11, 2층)
신청방법: 전화신청 ☎053-766-9888 김현정 담당

*요청사항- 활동하기 편한 단정한 옷차림 희망, 정기 봉사 가능한 사람(해당사항이 아니어도 신청 가능)
*고등학생 이상 신청 가능합니다!",20180604,20180903,20180609 ~ 20180908,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,대구광역시,수성구,"사)발달장애인자립지원협회(대구 수성구 지범로39길 11, 2층)",35.8203723,128.64194469999998
2113,[사당어르신종합복지관] 경로식당 봉사,사당어르신종합복지관,사당어르신종합복지관,"※사당어르신종합복지관 경로식당에서 자원봉사를 실천하실 봉사자를 모십니다※

1)장소: 사당어르신종합복지관(사당역7번출구) 내 경로식당

2)일시: 2018년 6월 5일 부터 9월4일 
3)봉사시간: 오전9시 부터 오후3시 (최소 4시간~최대 6시간 상담 후 결정)                
4)봉사장소: 복지관 내 경로식당
5)봉사내용: 경로식당 급배식 도우미 및 설겆이 등 경로식당 도움.

6)연락처: 사회복지사 박 승 원 (자원봉사 담당자)
                         02-580-2422
              
7)기타: 가) 최소 연속 4회 또는 1주 1회이상 4회 이상 봉사하실 봉사자를 모십니다.
           나) 경로식당에서 봉사하실 수 있는 최소한의 신체적, 정신적 건강상태를 조건으로 합니다(전염성질환이 없을것)
           다) 사전상담을 필수로 요청드립니다(연락처로 상담요청하여 주실것을 부탁드립니다)
",20180605,20180903,20180605 ~ 20180904,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,서울특별시,동작구,서울 동작구 사당동 1044-42번지,37.476955100000005,126.9798358
2114,[사당어르신종합복지관] 이미용 자원봉사,사당어르신종합복지관,사당어르신종합복지관,"※사당어르신종합복지관에서 이미용자원봉사를 실천하실 봉사자를 모십니다※

1. 봉사장소: 사당어르신종합복지관 (사당역7번출구)
2. 봉사일시: 2018년 6월 5일~ 9월4일 (상시모집중)
                 매주 화요일 오전 10시~12시 (최소 월1회이상 봉사 참여)
3. 봉사내용: 어르신의 청결을 위한 이미용 자원봉사.
4. 봉사특전: 자원봉사시간 입력 및 자원봉사 표창등
5. 봉사모집 조건:  가) 이미용사 자격증을 보유하신 봉사자 일것.(자격증 제출 요망)
                          나) 자원봉사를 실천하고자 참여하실것
6. 연락처 : 담당자- 사회복지사 박승원 (자원봉사담당자)      전화) 02-580-2422
                         - 사회복지사 박건희 (이미용봉사담당자)   전화) 02-580-2414

7. 필수확인사항: 가) 사전에 담당자와 연락하여 일정등을 조율하실것을 요청드립니다.
                        나) 이미용 도구등 필요 물품에 대한 사전 상담을 요청드립니다.

[어르신의 아름답고 청결한 생활지원을 위한 이미용 자원봉사에 적극 참여 부탁드립니다. 감사합니다.]
        
",20180605,20180903,20180605 ~ 20180904,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,서울특별시,동작구,서울 동작구 사당동 1044-42번지,37.476955100000005,126.9798358
