,제목,활동처명,활동장소,봉사내용,모집 시작일,모집 마감일,활동 기간,생활 편의,국제 협력,환경,인권,재해/재난,농어촌,주거 환경,보건 의료,교육,행정 지원,상담,문화,체육,역사,동아리,여행,홍보,사회공헌,기획,언어,현장,기타,장애인,노인,외국인,노숙인,다문화가정,노동자,유아,여성,쪽방촌,청소년,지역사회,광역시/도,시/군/구,주소,위도,경도
153,축구 역사 기록집 자료 조사 및 검수 번역,(사)한국스포츠마케팅진흥원,사무실,(사)한국스포츠마케팅진흥원에서는 월드컵이 개최될 때 마다 월드컵이 개최되는 해 현지 언어로 한국축구 역사 기록집을 발간하고 있습니다.2006년 독일월드컵 2010년 남아공월드컵 2014년 브라질 월드컵에 이어 2018 러시아 월드컵을 맞이하여 러시아어로 번역된 <기록으로 보는 한국 축구역사 75년사(가칭)>을 준비하고 있습니다.서적 내용의 자료 조사 및 검수 번역에 참여해주실 문화체육자원봉사자를 모집하고 있으니 많은 관심과 참여 부탁드립니다.일시: 4월 21(토) 22(일) 28(토) 29(일) 10:00 ~ 18:00 (1일 8시간)내용: 한국 축구 역사 관련 자료 조사 및 검수 번역 등제공 내역: 식사 교통비 봉사활동시간(40시간),20180422,20180731,20180421 ~ 20180429,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,Seoul,Seocho-gu,서울특별시 서초구 서초대로46길 20-7,35.907757,127.766922
154,토요전통문화체험,송파문화원,석촌호수 서호(놀이마당),1.일시:2018.04.21(토)2.장소:서울놀이마당3.내용:전통문화체험 부스 운영(전래놀이 수공예 페이스페인팅)*본 봉사활동은 송파문화봉사단이 운영하며 일반행사 활동이 아니오니 신청시 유의하시기 바랍니다.,20180422,20180731,20180421 ~ 20180421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,Seoul,Songpa-gu,"47 Jamsil 3(sam)-dong, Songpa-gu, Seoul, South Korea",37.509032,127.0978257
155,*성프란치스꼬장애인종합복지관 공연 봉사자를 모집합니다.,성프란치스꼬장애인종합복지관,성프란치스꼬장애인종합복지관,안녕하세요. 성프란치스꼬장애인종합복지관에서 공연(국악 연극 미술 무용 등 분야무관) 자원봉사자를 모집합니다.성프란치스꼬장애인종합복지관은 국내 최초의 여성장애인 전문 복지관으로서 생애주기에 맞는 서비스를 제공하고 있습니다.복지관 이용자들의 문화여가 기회를 제공하기 위해서 공연을 해주실 수 있는 자원봉사자를 모집합니다.많은 관심과 신청 부탁드립니다.일시 : 2018년 5월 중(평일에 한하여 협의가능)장소 : 복지관 강당(서울 구로구)시간 : 14:00~15:00(협의가능. 30분~1시간 공연예정)대상 : 복지관을 이용하는 여성장애인 지역주민문의 : 070-4423-6111(기획팀),20180422,20180731,20180525 ~ 20180525,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Seoul,Guro-gu,"131-2 Garibong-dong, Guro-gu, Seoul, South Korea",37.4810437,126.8904805
156,도봉구 문화재(한글역사문화길) 주변 환경정리,도봉문화원,도봉구 문화재 주변,"도봉구 역사문화탐방 ""2018.토요탐방 도봉기행"" 참가자 모집4월 21일 - 1길 : 한글역사문화길방학동 원당샘 은행나무(집결)-연산군묘-김수영 문학관-양효공 안맹담과 정의공주묘역-충정공 목서흠묘역-간송 옛집(해산)토요일마다 문화관광해설사와 함께 도봉구 곳곳에 숨어 있는 문화재를 찾아 다닙니다.(자세한 코스 안내 ↓↓↓)http://www.dobong.or.kr/contents/?ca_id=4020- 도봉구 문화재 주변 환경정리TEL : 02) 905 - 4026",20180422,20180731,20180421 ~ 20180421,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Seoul,Dobong-gu,"303 Chang 5(o)-dong, Dobong-gu, Seoul, South Korea",37.6542196,127.0389333
157,제 11회 동아 스포츠 레저 산업 박람회 (사)한국프리테니스협회 운영지원 봉사자 모집,사단법인 한국프리테니스협회,일산 킨텍스 제 1전시장,제 11회 동아 스포츠 레저 산업 박람회 (사)한국프리테니스협회 운영지원 봉사자 모집<저희 한국프리테니스협회는 4년전부터 매년 동아 스포츠 레저 산업 박람회에 참가하였습니다>박람회 기간 : 2018년 5월 10일 (목) ~ 5월 13일 (일) 10:00 ~ 18:00박람회 장소 : 일산 킨텍스 제 1 전시장봉사 시간 5월 10 ~ 13일까지 일시간 파트별로 신청 가능(EX : 10일 1~3파트 신청합니다  13일 2파트 신청 합니다)10 : 00 ~ 13 : 00 <1파트>13 : 00 ~ 16 : 00 <2파트>16 : 00 ~ 19 : 00 <3파트>봉사 업무 내용 : 프리테니스 운영 지원 및 사진 촬영  프리테니스 체험 고객 응대TEL : 02-2646-8808 // 010-2046-5442홈페이지 : http://www.korfreetennis.com/main,20180422,20180731,20180510 ~ 20180513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,Gyeonggi-do,Goyang-si,"217-60 Kintekseu-ro, Daehwa-dong, Ilsanseo-gu, Goyang-si, Gyeonggi-do, South Korea",37.6693071,126.7456845
158,제6회 거제 지맥트레일런대회 자원봉사자 모집,거제시체육회,거제시 남부면 함목해수욕장 일원,물품보관 및 기념품배부등,20180422,20180731,20180527 ~ 20180527,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Gyeongsangnam-do,Geoje-si,"564 Gohyeon-dong, Geoje-si, Gyeongsangnam-do, South Korea",34.882931,128.6184712
159,"재가어르신 ""孝드림"" 잔치",상록구노인복지관,한양대학교 에리카컨벤션,소외되기 쉬운 저소득 어르신 및 독거 어르신들을 모시고 즐거움과 행복감을 드리려 자리를 마련했습니다.뜻있는 마음으로 공연해주실 자원봉사자분을 모십니다.,20180422,20180731,20180427 ~ 20180427,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Gyeonggi-do,Ansan-si,"Sa 1(il)-dong, Sangnok-gu, Ansan-si, Gyeonggi-do, South Korea",37.2970097,126.8510451
160,[체육 분야 재능기부자 모집 5월~7월] 월 화 목中 1일(하루),(사)동래구체육회,동래구 복천체육관 내,[체육 분야 재능기부자 모집]·기간 : 2018년 5~7월·요일: 월 화 목 中 1일(하루)·시간 : 10:00~11:00·종목 : 태권도 생활체조 근력운동 등 가능한 자,20180422,20180731,20180501 ~ 20180731,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Busan,Dongnae-gu,"23번지 Sajik-dong, Dongnae-gu, Busan, South Korea",35.1947886,129.0693394
161,토요전통문화체험,송파문화원,석촌호수 서호(놀이마당),1.일시:2018.04.14(토)2.장소:서울놀이마당3.내용:전통문화체험 부스 운영(전래놀이 수공예 페이스페인팅)*본 봉사활동은 송파문화봉사단이 운영하며 일반봉사 활동이 아니오니 신청시 유의하시기 바랍니다.,20180416,20180420,20180414 ~ 20180414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,Seoul,Songpa-gu,"47 Jamsil 3(sam)-dong, Songpa-gu, Seoul, South Korea",37.509032,127.0978257
162,왜관읍 2번도로길 사용설명서 참가자 모집!!,아트랜스파머,경상북도 칠곡군 왜관읍 2번도로길 일원,어릴 적 추억이 담긴 그 가게 아직 남아있을까?“언제나 따뜻하게 반겨주던 떡볶이 집 아주머니”“부모님 심부름으로 찾아가면 사탕 하나씩 챙겨주시던 슈퍼아저씨”어린 시절 마을의 가게들은 물건을 파는 공간이 아니라 우리들의 추억을 품은 공간이었습니다.하지만 세월이 흘러 추억과 역사를 품은 가게들은 점점 사라지고 있습니다.이제는 우리가 그들의 이야기와 역사를 기억해 주어야합니다!우리가 마을을 기억하는 색다른 방법 3단계삶이 머무는 상점을 만난다!상인들의 이야기를 느낀다!청년들의 상상으로 만든다!<2번도로길 사용설명서>에 참가할 청년들을 모집합니다!- 모집 기간 : 2018년 4월 11일 ~ 2018년 4월 25일(수) 24:00- 모집 인원 : 청년 10명(만 30세 미만)- 지원 자격/대상 : 마을 및 지역문화에 관심 있는 청년- 활동 기간 : 2018년 5월 ~ 11월(프로그램은 기본적으로 토요일에 진행되며 방학기간 및 특별활동시 유동적으로 변경될 수 있습니다.)- 활동 내용 : 이야기지도 제작/ 이야기 간판 제작/ 2번도로길 사용설명서 책자 제작/ 상인&청년 네트워크 파티/ 특별 강연 등- 활동 혜택 : 풍부한 간식/ 커뮤니티공간 이용권/ 활동물품 지원/ 자원봉사 인증서/ 수료증- 신청 방법 : 아트랜스파머 홈페이지 접속(www.artfarmer.co.kr)-> 온라인 지원서작성 링크 클릭 -> 작성 후 온라인 제출- 신청서작성 링크 : http://bit.ly/2번도로길_사용설명서_참가신청서- 문의 : 054-920-1053 / www.artfarmer.co.kr- 주최 및 주관 : 주최/문화체육관광부 주관/한국문화원연합회,20180416,20180420,20180512 ~ 20181110,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,Gyeongsangbuk-do,Chilgok-gun,"South Korea, 경상북도 칠곡군 왜관읍 2번도로길 86",35.995251,128.397655
163,인도박물관 자원봉사 모집,인도박물관,인도박물관,인도박물관은 지난 40여년간 인도 각지에서 수집한2000여점의 인도 관련 유물을 중심으로인도의 역사와 문화를 한국에 널리 알리고자 설립한인도 전문 사립박물관입니다.인도의 역사와 종교 공예 악기 생활문화와 관련된소장품을 전시하고 다양한 문화체험을 통해 한국과인도의 문화교류 증진과 인도문화에 대한 이해의폭을 넓히는데 주 목적이 있습니다.또한 인도문화를 소개함으로써 다문화 교육에 앞장서고있으며 문화 다양성을 바탕에 둔 다양한 전시와 교육을진행하고 있습니다.이에 인도문화와 박물관에 관심이 많은 활동가 여러분를아래와 같이 모집합니다.모집기간: 2018년 2월 12일~ 28일활동기간: 2018년 3월 1일 ~ 2018년 6월 30일활동대상: 고등학생 이상 성인(35세 이하)활동시간: 월요일~토요일 10시~17시(요일별 1~2명)(*각 요일별로 모집합니다.(* 시간 요일 조절가능)활동내용: 1. 관람객 안내2. 도슨트(전시 안내 및 해설)3. 교육프로그램 보조(체험프로그램 진행 및 보조)4. 박물관 소장자료 정리(도서 음반 영상자료 등)5. 전시보조(기획 특별전 보조)우대사항: 영어능통자 우대혜 택: 1. 다과 음료 및 간식 제공3. 종일 활동시 식비 제공2. 인도박물관 교육·문화프로그램 우선 참여관심있는 분들의 많은 참여 바랍니다.,20180416,20180420,20180501 ~ 20180731,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,Seoul,Seocho-gu,"Seocho-dong, Seocho-gu, Seoul, South Korea",37.4840408,127.0191808
164,마을장터 <개울장>으로 놀러오세요!,마을인시장사회적협동조합,서울특별시 성북구 보국문로 11 (정릉동) 18-2,○ 봉사일: 개울장이 열리는 토요일4월 28일 / 5월 12 26일 / 6월 9 23일 (상반기 총 5회) 중 가능한 날짜 택일( 지속적으로 참여하시면 참 좋겠습니다.)* 신청서 작성시 참여가능한 날을 표기해주세요!○ 분야 및 인원- 마을장터 개울장 청년써포터즈 기획 / 운영봉사자 모집- 15명○ 자격요건- 마을커뮤니티 사업/ 문화기획에 대한 현장 경험을 원하는 대학생/청년- 문화/사람을 만나는데 적극적인 대학생/청년- 스스로 자발적인 ‘문화놀이’ 활동을 기획/운영해보고 싶은 대학생/청년- 문화예술공연 가능한 대학생/청년○ 활동내용- 기획활동 1_ 개울장 청년/대학생 봉사활동에 대한 기획/운영개울장에서 필요로하는 기획가능한 청년활동을 스스로 기획/운영- 운영활동 2_ 개울장 본 행사 운영지원(샐러관리/ 체험활동/사전 사후 작업)- 개울장 운영전반 지원/협력 / 각 장터별 운영지원 /개울장 사전세팅/사후세팅 작업지원- 개울장 배달장(전통시장의 먹거리를 주문받고 배달하는 서비스) 운영지원- 개울장의 손장(아트마켓) 팔장(벼룩장터) 외 8개 장터에서 대신맨(도우미)으로 활동- 개울장 운영본부 협력지원개울장 소개자료https://www.facebook.com/GmarketG _ 개울장 페이스북http://mediahub.seoul.go.kr/archives/1005107 내손안의 서울http://news.joins.com/article/19912307http://www.kookmin.ac.kr/site/ecampus/new/special/1241?utm_source=www_text&utm_medium=Morehttp://www.seouland.com/arti/society/society_general/65.htmlhttp://view.asiae.co.kr/news/view.htm?idxno=2016032522202644968http://news.heraldcorp.com/view.php?ud=20160325000652○ 정릉마을시장_ 개울장 사업관련 오리엔테이션○ 담당자 연락처: 02-941-3683),20180416,20180420,20180428 ~ 20180623,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,Seoul,Seongbuk-gu,"11 Bogukmun-ro, Jeongneung 2(i)-dong, Seongbuk-gu, Seoul, South Korea",37.6055865,127.0111554
165,제6회 거제지맥트래일런대회 자원봉사자 모집,거제시체육회,거제시 남부면 함목해수욕장 일원,물품보관 및 기념품배부등,20180416,20180420,20180526 ~ 20180526,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Gyeongsangnam-do,Geoje-si,"564 Gohyeon-dong, Geoje-si, Gyeongsangnam-do, South Korea",34.882931,128.6184712
166,제5회 종로구연맹회장배 역도대회 운영지원 봉사자 모집(오후),종로구체육회,리복 크로스핏 마루,1. 행사명 : 제5회 종로구연맹회장배 역도대회 운영지원 봉사자 모집2. 일 시 : 2018년 04월 06일(토) 15:00 ~ 19:00(4시간)3. 장 소 : 리복 크로스핏 마루 (종로구 대학로8길 36 지하1층)4. 내 용 : 대회운영지원(물품도난방지 장내안내 등)5. 문 의 : 02.766.7330 / 010.7701.3828 종로구체육회 김민희,20180416,20180420,20180414 ~ 20180414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Seoul,Jongno-gu,"1-57 Dongsung-dong, Jongno-gu, Seoul, South Korea",37.582446,127.002456
167,작은도서관 봉사,전북작은도서관협의회,익산 책사랑작은도서관외,도서발송작업. 도서분류작업 도서정리 등,20180405,20180919,20180405 ~ 20180918,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Jeollabuk-do,Jeonju,"515-15 Palbokdong 2(i)-ga, Deokjin-gu, Jeonju, Jeollabuk-do, South Korea",35.8571745,127.0933622
168,석촌호수 벚꽃축제 체험부스 운영,송파문화원,석촌호수 서호(서울놀이마당),일시:2018년 4월 5일(목)~8일(일) 10:00~18:00장소:서울놀이마당내용:페이스페인팅 전통매듭 목걸이 만들기 수막새 만들기 비즈공예 체험부스 운영,20180405,20180919,20180405 ~ 20180408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,Seoul,Songpa-gu,"47 Jamsil 3(sam)-dong, Songpa-gu, Seoul, South Korea",37.509032,127.0978257
169,동두천생활문화센터 자원봉사자 모집,동두천생활문화센터,동두천생활문화센터,동두천생활문화센터에서 사무관리 및 행정에 도움주실 자원봉사자를 모집합니다.,20180405,20180919,20180402 ~ 20180430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Gyeonggi-do,Dongducheon,"722-1 Jihaeng-dong, Dongducheon, Gyeonggi-do, South Korea",37.890802,127.053175
170,스탬프투어를 통한 도봉 역사문화탐방 및 SNS 홍보,도봉구 관내,도봉구 관내,○ 스탬프수첩 및 어플을 활용한 개별 탐방 실시○ 완주 후 완주 인증을 받은 탐방객에 한해 인증서 발급○ 완주 인증을 받은 탐방객 중 개인 SNS 등을 통해 우리 구 역사문화시설의 홍보를 완료한 신청자에 한해'문화품앗e' 봉사 시간 인정 추진○ 탐방코스: 도봉구 대표 역사문화시설 10개소: 평화문화진지 창동역사문화공원 함석헌기념관 둘리뮤지엄 김수영문학관원당샘공원 방학동 은행나무 연산군묘 정의공주묘역 간송옛집,20180405,20180919,20180402 ~ 20181231,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Seoul,Dobong-gu,"Dobong-gu, Seoul, South Korea",37.6687738,127.0470706
171,미쟝센 단편영화제 자원활동가 모집!!,미쟝센 단편영화제,서울지역 내 극장,제17회 미쟝센 단편영화제 ‘장르의 상상력展’자원활동가 V-CREW 모집공고제17회 미쟝센 단편영화제 ‘장르의 상상력展’을 함께 만들어갈 영화제의 꽃 ‘MSFF V-CREW'를 모집합니다.올 여름 뜨거운 열정을 보여줄 여러분의 적극적인 참여를 기다립니다.CREW란 ‘한 배를 타서 운명을 함께 하는 사람들’을 말합니다. ‘MSFF CREW'는 미쟝센 단편영화제와 함께 하는 집행위원을 비롯한 스태프 자원활동가를 모두 포함하며 영화제라는 한 배를 타고 함께 한다는 의미로 자원활동가를 ’MSFF V-CREW'라 칭합니다. (*Volunteer)<활동기간>- 2018년 6월 28일(목) ~ 7월 4일(수) 총 7일간 (예정) *극장 상황에 따라 일정이 변경될 수 있습니다.- 영화제 전 기간 종일 활동을 원칙으로 합니다.- 활동분야에 따라 활동기간의 차이가 있을 수 있습니다.- 사전활동 및 미션활동(영화제 이해를 돕고 팀원들의 친목 도모를 위한)이 가능해야 합니다.*사전활동 및 미션활동 기간: 최종 발표 후부터 영화제 전까지 팀에 따라 탄력적으로 진행됩니다.<모집대상>- 단편영화를 사랑하며 영화제에 열정을 가지고 참여하실 분- 한국어 소통이 가능한 대한민국 국민 해외동포 대한민국 거주 외국인 (만 18세 이상)- 사전 영화제 교육 프로그램에 적극적인 참여가 가능하신 분- 확정된 근무 형태에 따른 근무 기간 동안 활동에 모든 참여가 가능한 분<모집기간>- 4월 2일 (월) 오전 10시 ~ 4월 20일 (금) 오후 6시까지- 지원서는 4월 2일 (월) 오전 10시부터 홈페이지(www.msff.or.kr)를 통해 접수 가능합니다.<모집분야>▶운영지원팀 (사전 근무 필수)사무국 사전업무 및 V-CREW 지원영화제 기간 전 사무국의 사전 업무를 지원하며 영화제 기간 동안 V-CREW에게 필요한 물품을 보급하고 일손이 부족한 팀을 지원합니다. 영화제 전반적인 운영에 관심이 많고 다른 V-CREW 와도 친하게 지내며 V-CREW를 성심성의 껏 잘 챙겨줄 수 있는 지원자를 환영합니다.▶감독지원팀 (사전 근무 필수)프로그램 업무 지원상영작 발표 이후부터 프로그램 담당자를 도와 경쟁부문 초청부문과 관련된 사전 업무를 지원합니다. 영화제 기간에는 상영 감독들의 잦은 문의에도 친절하게 응대할 수 있으며 단편영화를 좋아하고 관심이 많은 지원자를 환영합니다.▶기술팀영사상태 체크 및 기술영사 보조영화제 기간 중 기술팀장 스크리닝 매니저들의 업무를 보조하고 상영관 내 영사상태를 체크하는 업무를 합니다.▶상영관팀상영관 수표 및 관객 질서유지상영관 내에서 관객의 입/퇴장을 원활히 하고 질서를 유지하며 관내 환경을 관리하는 업무를 합니다. 밝은 미소로 관객을 응대할 수 있는 지원자를 환영합니다.▶행사운영팀이벤트 진행 및 기념품 판매영화제 행사 준비를 돕고 영화제를 찾는 관객들을 대상으로 다양한 이벤트를 기획하고 진행합니다. 또한 영화제 관련 기념품 판매를 담당하고 판매 부스를 현장 운영합니다.▶안내/티켓운영팀티켓 관련 업무 및 안내데스크 운영티켓 발권과 티켓 나눔터를 운영하며 ID카드 관리 업무를 담당합니다. 또한 영화제를 찾는 관객들의 다양한 질문과 요청을 도와주는 업무를 담당합니다▶데일리팀영화제 취재 및 웹 데일리 운영상영감독 배우들을 인터뷰하며 영화제의 여러 소식을 데일리로 제작합니다. 영화 리뷰 쓰기를 즐기며 인터뷰어 경험이 있는 지원자를 환영합니다.▶행사기록팀영화제 기간 내 전체 행사 및 영화제 사진/영상 기록 (카메라 소지자 우대)영화제 기간 동안 부대 행사 관객 V-CREW를 촬영하고 사진 선정 영상 편집 업무를 합니다. 사진과 동영상 그리고SNS 콘텐츠 제작에 대한 기본적인 지식이 있는 지원자를 환영합니다.*데일리팀/행사기록팀은 1차 합격 후 관련 포트폴리오를 제출해야 합니다.*포트폴리오 : 영화 리뷰 관련 기사 및 인터뷰 사진/영상 촬영물<선발과정>▶1차 서류심사 및 전화면접- 4월 2일(월) ~ 4월 24일(화)* 전화면접은 지원서 모집 일정 중에 진행됩니다. 또한 지원한 팀에 따라 전화면접이 제외될 수 있습니다.▶1차 합격자 발표- 4월 25일(수) 오후 2시 미쟝센 단편영화제 홈페이지(www.msff.or.kr)를 통해 발표 및 개별연락▶2차 면접- 4월 30일(월) ~ 5월 4일(금) 미쟝센 단편영화제 사무국▶최종 발표- 5월 11일(금) 오후 2시 미쟝센 단편영화제 홈페이지(www.msff.or.kr)를 통해 발표 및 개별연락*면접불응 지원서 기재사항과 사실이 일치하지 않는 자는 자동으로 제외<교육일정>- V-CREW 발대식 : 5월 19일(토)- 사전 근무 기간 : 5월 21일(월) ~ 영화제 기간 전까지- 업무 교육 : 6월 11일(월) ~ 영화제 기간 전까지 (일정 조율 가능)- V-CREW 해단식: 7월 중(미정)*업무 교육은 담당 팀 별로 교육 일정이 다르며 업무 특성에 따라 2회에서 4회정도의 교육이 진행됩니다.*교육 일정은 변경될 수 있으며 자세한 사항은 추후 안내할 예정입니다.*위의 내용은 영화제의 일정에 따라 변경될 수 있습니다<지원사항>- 자원활동가 ID카드 및 유니폼 특별 패키지 지급- 영화제 자료집 및 기념품 지급 (자료집에 자원활동가 이름 기재)- 영화제 전 기간 중 석식 및 간식 지원- 문화체육관광부(문화품앗e)에서 발행하는 자원봉사 활동내역 확인서 발급- 자원활동가 참여증서를 발급 (전기간 활동한 자원활동가에 한함)<기타유의/참고사항>- 2차 면접 불참 시 자동적으로 합격에서 제외- 사전활동 전 기간 영화제 종일 활동 가능 한 분을 우선으로 선발- 활동분야에 따라 사전활동을 진행 (사전 활동기간 추후 변동 가능)- 팀 별 교육 프로그램 필수 참여<문의>전화: 02) 927-5690이메일: msff_jh763@naver.com홈페이지: www.msff.or.kr주관 한국영화감독네트워크주최 미쟝센 단편영화제 집행위원회후원 (주)아모레퍼시픽 미쟝센,20180405,20180919,20180628 ~ 20180704,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,Seoul,Jongno-gu,"13 Donhwamun-ro, Gwansu-dong, Jongno-gu, Seoul, South Korea",37.5697045,126.9916502
